# ADVERTISED-POLICY verdicts — scripts/census_advertised_policies.py
#
# One row per policy line a resolver pack advertises to every caller that reads
# the §12.2 registry:
#
#     <pack><TAB><field><TAB><value><TAB><verdict><TAB><owning leaf><TAB><evidence>
#
# The census enumerates the lines from their PRODUCERS (the Rust literals in
# `resolvers.rs::gated_advertises` and the `INSERT INTO resolver_capabilities`
# rows in `migrations/`) and refuses any line this file does not cover. A pack
# added to either producer fails the gate until its six lines are adjudicated.
#
# 🔴 THE VALUE IS PART OF THE ROW BECAUSE THE FIRST VERSION OF THIS FILE LEFT
# IT OUT. Keyed by pack and field alone, a verdict outlived the line that
# earned it: flipping R3's `subresource_policy` from `deny` to `allow` in the
# producer left the census GREEN, still reporting `enforced — .7.3.5` for a
# line advertising the opposite of what that leaf repaired. Measured in situ,
# then restored byte-identical. A judgement about a word is gated on the word.
#
# ⭐ WHY THIS FILE IS SEPARATE FROM THE CENSUS. A verdict is a judgement with
# evidence behind it; an enumeration is a command. Keeping them apart is what
# lets the census be re-run against a tree whose verdicts have changed — and it
# is why `--check` can be a gate at all. The census never grades; this file
# never counts.
#
# The vocabulary (`VERDICTS` in the census, which refuses anything else):
#
#   enforced      a mechanism refuses AND a control has been observed RED; the
#                 evidence column names the leaf or commit that observed it.
#   unverified    a mechanism is present and covered, but no RED is on record.
#                 ⛔ NOT a defect and NOT a weaker `enforced` — it is the named
#                 gap `docs/CLAIM_VERIFICATION.md` §4 asks for rather than a
#                 hidden one. The line rests on READING the mechanism.
#   vacuous       the pack has no mechanism that could violate the line; the
#                 evidence names what establishes the absence. ⚠️ Nothing would
#                 notice if it stopped being vacuous.
#   unenforced    the pack can violate the line and nothing refuses. A defect.
#   undefined     the advertised word has no stated meaning anywhere in the
#                 repository, so the line is neither true nor false as written.
#   misdescribed  the word names something other than what the code does; the
#                 ADVERTISEMENT is what is wrong, not the code.
#   open          measured, routed to a named sibling leaf, not yet adjudicated.
#
# ⛔ `vacuous` IS NOT `enforced`, and collapsing them is the mistake this file
# exists to prevent. R0 advertises `javascript_policy: "deny"` and runs no
# script engine — true today, guarded by nothing, and silently false the day R0
# gains one. `SIGNOFF-REPAIR.7.3.5` repaired two lines that had been vacuous
# right up until the pack they described started executing pages.
#
# Adjudicated by `SIGNOFF-REPAIR.7.3.6.1` (REASONBRAID-REPAIR-0266) over all 36
# lines. Re-derive: `python3 -B scripts/census_advertised_policies.py`.

# ── r0-https-fetcher — in-process HTTPS acquisition; the bytes go to storage ──
r3-browser-worker	archive_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.5	the browser renders a page; no archive container is opened
r3-browser-worker	subresource_policy	deny	enforced	SIGNOFF-REPAIR.7.3.5	REPAIR-0210, observed RED: `a_subresource_the_pack_advertises_as_denied_is_not_dialed` failed with the origin's own counter `left: 1, right: 0` before the repair — the page's `<img>` named 0.0.0.0 and the origin served it
r3-browser-worker	javascript_policy	allow-bounded	enforced	SIGNOFF-REPAIR.7.3.6.5	DEFINED by .7.3.6.5 from what actually bounds execution, enumerated from the producer: external script subresources are refused at the CDP Fetch domain (.7.3.5, RED on record); a wall-clock time budget and a step budget bound the interaction (BrowseLimits); the browser profile is private per render and discarded; and no credential of any kind reaches the browser (0 matches for credential/cookie/Authorization). `allow-bounded` = inline script runs, under those four bounds

# ── r5-credential-broker — R0's fetcher with a per-request credential ────────
r5-credential-broker	egress_class	listed	unverified	SIGNOFF-REPAIR.7.3.6.5	as r0 — it is r0's fetcher
r5-credential-broker	sandbox_level	none	vacuous	SIGNOFF-REPAIR.7.3.6.1	`none` claims no isolation; the authenticated fetch runs in the server process
r5-credential-broker	redirect_policy	follow-classified	unverified	SIGNOFF-REPAIR.7.3.6.1	the hop is followed and re-classified by r0's loop. ⛔ .7.2.6's RED is NOT this line's: it observed the Authorization header reaching a second origin, which is credential binding, not hop classification
r5-credential-broker	archive_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.5	as r0 — it is r0's fetcher
r5-credential-broker	subresource_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.1	as r0: bytes to storage, no document parsed
r5-credential-broker	javascript_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.1	as r0: no script engine

# ── rx-agent-mediated — publishes a capability call and performs nothing ─────
rx-agent-mediated	egress_class	any	vacuous	SIGNOFF-REPAIR.7.3.6.5	⚠️ VERDICT CORRECTED by .7.3.6.5, from `misdescribed`. REPAIR-0266 judged the in-product code path — the pack performs no egress — and that was the wrong granularity. The class is the MAXIMUM of the ACQUISITION the pack delivers, and an enrolled agent's reach is genuinely unbounded, so `any` is the honest ceiling. Nothing can violate `any`, hence vacuous. ⭐ .7.3.6.4 gives it teeth: a caller must now permit `any` to be served this pack
rx-agent-mediated	sandbox_level	none	vacuous	SIGNOFF-REPAIR.7.3.6.1	`none` claims no isolation, and the pack runs nothing to isolate
rx-agent-mediated	redirect_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.1	no dial is performed, so no hop exists to follow or refuse
rx-agent-mediated	archive_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.5	the pack opens nothing
rx-agent-mediated	subresource_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.1	no document is fetched or parsed
rx-agent-mediated	javascript_policy	deny	vacuous	SIGNOFF-REPAIR.7.3.6.1	nothing is executed in-product
